Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
186,Gabrielle Settles,Says a report shows that “Ventilators Killed Nearly ALL COVID Patients”,Instagram posts,"May 23, 2023",FALSE,FAKE,0
187,Madison Czopek,COVID-19 vaccines administered during pregnancy drove an increase in cases of myocarditis in babies.,Instagram posts,"May 23, 2023",FALSE,FAKE,0
188,Sara Swann,“Tuck-friendly” bathing suits at Target “are available in kids’ sizes.”,Matt Walsh,"May 23, 2023",FALSE,FAKE,0
189,Loreben Tuquero,"A video shows former President Barack Obama referring to his wife, Michelle as “Michael.”",Facebook posts,"May 23, 2023",pants-fire,FAKE,0
190,Loreben Tuquero,A bill in Connecticut that changes the definition for “sexual orientation” would protect “minor attracted persons” from discrimination.,Instagram posts,"May 23, 2023",FALSE,FAKE,0
191,Maria Briceño,"""La gente que se sube al coche manteniendo las ventanas cerradas inevitablemente aspirará en rápida sucesión excesivas cantidades” de benceno.",Facebook posts,"May 23, 2023",FALSE,FAKE,0
192,Louis Jacobson,“(Donald) Trump ran up more debt than any other president in American history.”,Hakeem Jeffries,"May 22, 2023",barely-true,FAKE,0
193,Maria Ramirez,"“El gobierno de Estados Unidos estará otorgando 30,000 visas mensuales"" para personas de Colombia, Guatemala, Honduras y El Salvador ""para poder venir a vivir a los Estados Unidos por dos años con permiso de trabajo"".",TikTok posts,"• May 19,",barely-true,FAKE,0
194,Matthew Crowley,"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Tim Scott,"May 19, 2023",TRUE,REAL,1
195,Madison Czopek,"“U.S. military is now testing soldiers for AIDS, after DOD database reports 500% increase in HIV since the COVID vaccine rollout.”",Instagram posts,"May 19, 2023",FALSE,FAKE,0
196,Sara Swann,“Street lights are connected to mRNA.”,Facebook posts,"May 19, 2023",pants-fire,FAKE,0
197,Samantha Putterman,“CNN announces today there will be no more live audiences at town halls.”,Facebook posts,"May 19, 2023",FALSE,FAKE,0
198,Loreben Tuquero,Canadian Prime Minister Justin Trudeau posed improperly with South Korean National Assembly Speaker Kim Jin-pyo because he “had a bit too much to drink.”,Facebook posts,"May 19, 2023",FALSE,FAKE,0
199,Jeff Cercone,"""Chinese communist” troops on the ground at U.S. southern border.",TikTok posts,"May 19, 2023",FALSE,FAKE,0
200,Gabrielle Settles,Video shows “Pelosi CRIES LIKE KID after McCarthy kicked her out as speaker.”,Facebook posts,"May 18, 2023",pants-fire,FAKE,0
201,Maria Briceño,This video shows empty shelves at a Florida grocery store because truckers said “they were not delivering anything to Florida !!!”,TikTok posts,"May 18, 2023",FALSE,FAKE,0
202,Michelle Andrews,"""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",Bernie Sanders,"May 18, 2023",half-true,REAL,1
203,Marta Campabadal,"“El Congreso ha aprobado un seguro de salud gratis con cobertura médica, dental y de visión”.",Facebook posts,"• May 18,",FALSE,FAKE,0
204,Maria Ramirez,"""The Republican plan would cut federal law enforcement officers — 30,000 — including 11,000 FBI agents, 2,000 border agents, DEA agents, and so on.""",Joe Biden,"• May 18,",barely-true,FAKE,0
205,Madison Czopek,An Instagram video shows a man confronting President Joe Biden about an inappropriate relationship with a 13-year-old girl.,Instagram posts,"May 18, 2023",pants-fire,FAKE,0
206,Jill Terreri,The New York state budget covers 96% of eligible preschoolers,Kathy Hochul,"• May 18,",mostly-true,REAL,1
207,Tom Kertscher,“A European study has found COVID vaccines could be causing ‘long-term brain damage.’”,TikTok posts,"May 18, 2023",FALSE,FAKE,0
208,Tom Kertscher,Pregnant women getting the Tdap vaccine “voluntarily are quite literally the experiment.”,Instagram posts,"May 18, 2023",FALSE,FAKE,0
209,Marta Campabadal,“JUST IN: A MASSIVE CARAVAN of illegal aliens is forcing their way into the US!”,Tweets,"• May 18,",FALSE,FAKE,0
210,Paul Specht,“(I will oppose) any attempt to restrict or deny women’s basic health care needs.”,Tricia Cotham,"May 17, 2023",full-flop,FAKE,0
211,Jeff Cercone,FedNow is a new “monetary system” that’s “going to cost you.”,Facebook posts,"May 17, 2023",FALSE,FAKE,0
212,Tom Kertscher,"“We are about 1 degree Celsius above the coldest it’s been in the last 10,000 years” and “that’s why we shouldn’t be panicking.”",Instagram posts,"May 17, 2023",FALSE,FAKE,0
213,Tom Kertscher,New Washington state law allows “government to take away minors from parents if they refuse to agree to gender-transition surgery.”,The Gateway Pundit,"May 17, 2023",FALSE,FAKE,0
214,Gabrielle Settles,“Jamie Foxx is on Life Support in ICU at this hour … Family is preparing for the worst.”,Facebook posts,"May 16, 2023",FALSE,FAKE,0
215,Gabrielle Settles,“The government has been putting ground up human teeth and bone in our food and calling it 'calcium phosphate.’”,Facebook posts,"May 16, 2023",pants-fire,FAKE,0
216,Amy Sherman,“In Congress Ron DeSantis pushed a 23% national sales tax.”,MAGA Inc,"May 16, 2023",half-true,REAL,1
217,Maria Ramirez,“A partir del 11 de mayo no podrán ser deportados personas que lleguen a la frontera de los Estados Unidos bajo el Título 42”.,TikTok posts,"• May 16,",barely-true,FAKE,0
218,Loreben Tuquero,Photo shows former President Donald Trump “in the hood.”,Tweets,"May 16, 2023",FALSE,FAKE,0
219,Marta Campabadal,"""Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.""",Kamala Harris,"• May 16,",mostly-true,REAL,1
220,Sara Swann,Photo shows Joe Biden touching a child inappropriately.,Instagram posts,"May 15, 2023",pants-fire,FAKE,0
221,Loreben Tuquero,“NCAA strips Lia Thomas of National Championship After ‘Unfavorable’ Test Results.”,Tweets,"May 15, 2023",FALSE,FAKE,0
222,Loreben Tuquero,Video shows Pfizer agreed to pay $2.3 billion in a health care fraud settlement involving COVID-19 vaccines.,Instagram posts,"May 12, 2023",FALSE,FAKE,0
223,Paul Specht,Four North Carolina Republicans made “campaign promises” to protect reproductive rights,Roy Cooper,"May 12, 2023",half-true,REAL,1
224,D.L. Davis,"“When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. ... So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the State of Wisconsin go away.""",Robin Vos,"May 12, 2023",TRUE,REAL,1
225,Gabrielle Settles,California has approved $1.2 million in reparations for every Black resident.,Tweets,"May 12, 2023",FALSE,FAKE,0
226,Amy Sherman,“Donald Trump himself wrote a book where he was talking about the need to increase the age of eligibility for Social Security to 70.”,Ron DeSantis,"May 12, 2023",mostly-true,REAL,1
227,Samantha Putterman,“Hillary Clinton has Parkinson’s disease.”,Facebook posts,"May 11, 2023",FALSE,FAKE,0
228,Ciara O'Rourke,Video shows Fox News host Sean Hannity saying an impostor is pretending to be President Joe Biden.,Viral image,"May 11, 2023",FALSE,FAKE,0
229,Ciara O'Rourke,"NASA is “just a film studio, and all they do are movies.”",Viral image,"May 11, 2023",FALSE,FAKE,0
230,Amy Sherman,"“Many of these teachers are soldiers, ex-soldiers, ex-policeman.”",Donald Trump,"May 11, 2023",barely-true,FAKE,0
231,Loreben Tuquero,“The sun prevents skin cancer.”,Facebook posts,"May 11, 2023",FALSE,FAKE,0
232,Ciara O'Rourke,The National Parks Service posted about children who have been freed from human traffickers.,Viral image,"May 11, 2023",pants-fire,FAKE,0
233,Louis Jacobson,"House Speaker “Kevin McCarthy has quietly implemented a pay raise for members (of Congress) that could be $30,000+ per person. It circumvents the Constitution by instead reimbursing their rent, utilities, & meals.”",Brian Tyler Cohen,"May 11, 2023",barely-true,FAKE,0
234,Maria Briceño,"Este video muestra ""gente saliendo de Florida por nueva orden que se aprobó ley antimigrante”.",TikTok posts,"May 11, 2023",FALSE,FAKE,0
235,Ciara O'Rourke,Video shows Elon Musk saying “I just unbanned President Trump’s Twitter and I already have crybaby liberals threatening to quit Twitter.”,Viral image,"May 11, 2023",FALSE,FAKE,0
236,Marta Campabadal,“Se filtran fotos” de “satanista enseñando sus Rituales y Adoración a lucifer a niños en bibliotecas de Estados Unidos”.,Facebook posts,"• May 10,",pants-fire,FAKE,0
237,Samantha Putterman,"“Both murderers in Texas were not only illegals, but gang members” and were “most likely tied to MS-13.”",Facebook posts,"May 10, 2023",FALSE,FAKE,0
238,Maria Briceño,En China se están fabricando huevos artificiales para el consumo humano.,Facebook posts,"May 10, 2023",FALSE,FAKE,0
239,Marta Campabadal,Este video muestra “reptilianos”.,Facebook posts,"• May 10,",pants-fire,FAKE,0
240,Maria Briceño,Tropas estadounidenses se preparan para “una pandemia zombies”.,Facebook posts,"May 10, 2023",FALSE,FAKE,0
241,Madison Czopek,"Duke Health, UNC Health and ECU Health “in North Carolina are diagnosing toddlers who play with stereotypically opposite gender toys as having gender dysphoria and are beginning to transition them!!”",Instagram posts,"May 10, 2023",FALSE,FAKE,0
242,Gabrielle Settles,“Goldfish crackers contain a dangerously high amount of weed killer.”,Facebook posts,"May 10, 2023",FALSE,FAKE,0
243,Louis Jacobson,"“This year, there have been 13,000 deaths by gun violence. The vast majority, 95% of them, are in inner cities, where you have some of the strictest gun control laws in the country.”",Marc Short,"May 10, 2023",barely-true,FAKE,0
244,Loreben Tuquero,Photo shows first person from a Honduras caravan to be granted asylum in the U.S.,Facebook posts,"May 9, 2023",FALSE,FAKE,0
245,Grace Abels,Democrats “introduced a bill that would ban detaining gay illegal immigrants.”,Will Cain,"May 9, 2023",barely-true,FAKE,0
246,Ciara O'Rourke,“The Democratic Party just confirmed Michelle Obama will be its nominee and nobody noticed.”,Viral image,"May 9, 2023",FALSE,FAKE,0
247,Ciara O'Rourke,“Robot attacks factory worker” in video.,Viral image,"May 9, 2023",FALSE,FAKE,0
248,Sarah Bahari,Texas Gov. Greg Abbott “cut $211 million in mental health funding.”,Gavin Newsom,"May 9, 2023",barely-true,FAKE,0
249,Ciara O'Rourke,Video shows House Speaker Kevin McCarthy announcing U.S. Rep. Nancy Pelosi “will be impeached.”,Facebook posts,"May 9, 2023",FALSE,FAKE,0
250,Sara Swann,A robot with artificial intelligence “self-terminated” after 15 minutes of manual labor.,Facebook posts,"May 9, 2023",FALSE,FAKE,0
251,Michael McAulliff,"Addressing the impact of the House GOP debt-ceiling bill on veterans’ programs, ""I'm dead serious that we're not cutting veterans, and I mean it.""",Mike Bost,"May 9, 2023",barely-true,FAKE,0
252,Jeff Cercone,"Chelsea Clinton said, “It’s time to force-jab every unvaccinated child in America.”",Instagram posts,"May 9, 2023",FALSE,FAKE,0
253,Ciara O'Rourke,Video shows the “Grim Reaper” appearing at King Charles III’s coronation.,Facebook posts,"May 8, 2023",FALSE,FAKE,0
254,Jeff Cercone,Dropped globe in video shows NASA astronauts filming in TV studio.,Instagram posts,"May 8, 2023",FALSE,FAKE,0
255,Ciara O'Rourke,Video shows a fight breaking out in a U.S. House of Representatives committee hearing.,Facebook posts,"May 8, 2023",FALSE,FAKE,0
256,Samantha Putterman,Photo shows migrants heading to U.S. border in May 2023.,Tweets,"May 8, 2023",FALSE,FAKE,0
257,Ciara O'Rourke,Says U.S. Rep. Nancy Pelosi “is guilty of treason.”,Facebook posts,"May 8, 2023",FALSE,FAKE,0
258,Ciara O'Rourke,Photo shows former first lady Michelle Obama as a man.,Viral image,"May 8, 2023",pants-fire,FAKE,0
259,Ciara O'Rourke,Video shows U.S. Rep. Madison Cawthorn receiving an “ovation” after confronting U.S. Rep. Nancy Pelosi.,Facebook posts,"May 8, 2023",FALSE,FAKE,0
260,Samantha Putterman,“mRNA in food is being tested by USDA now.”,Instagram posts,"May 8, 2023",FALSE,FAKE,0
261,Madison Czopek,U.S. Marine Corps arrested a CDC official.,TikTok posts,"May 8, 2023",FALSE,FAKE,0
262,Ciara O'Rourke,"“Michelle Obama’s mother dies, leaves inheritance to ‘My son Michael.’”",Viral image,"May 8, 2023",pants-fire,FAKE,0
263,Jill Terreri,"Fauci, DOD and CDC funded deadly pathogen research at Sudan lab",TikTok posts,"• May 8,",FALSE,FAKE,0
264,Madison Czopek,"“If you need Girl Scout cookies this year and don’t have a local troop to support, please consider buying from Troop 6000, which is entirely made up of girls living in NYC’s homeless shelters.”",Facebook posts,"May 8, 2023",TRUE,REAL,1
265,Jeff Cercone,"Simulation with fictional virus shows ‘“what they're preparing for us"" in 2025.",Instagram posts,"May 5, 2023",FALSE,FAKE,0
266,Gabrielle Settles,"Video shows Kamala Harris talking nonsensically about today, tomorrow and yesterday.",Facebook posts,"May 5, 2023",pants-fire,FAKE,0
267,Sara Swann,Florida lawmakers danced “after passing anti-trans legislation.”,TikTok posts,"May 5, 2023",barely-true,FAKE,0
268,Loreben Tuquero,NASA's T-minus launch countdown is a mocking reference to Satan.,Instagram posts,"May 5, 2023",pants-fire,FAKE,0
269,Ciara O'Rourke,Walmart stores are being converted to FEMA camps to imprison Americans.,Instagram posts,"May 5, 2023",FALSE,FAKE,0
270,Ciara O'Rourke,Kobe Bryant was killed “as a setup to stop him from testifying.”,Instagram posts,"May 5, 2023",FALSE,FAKE,0
271,Ciara O'Rourke,The phone President Richard Nixon used to talk to the first astronauts on the moon is evidence the 1969 moon landing was faked.,Instagram posts,"May 5, 2023",FALSE,FAKE,0
272,Vanessa Swales,Says Social Security is a “legal Ponzi scheme.”,Ron Johnson,"May 5, 2023",barely-true,FAKE,0
273,Ciara O'Rourke,Video shows U.S. Rep. Doug Collins exploding “with rage after Pelosi admits dirty ‘squad’ plan for Trump impeachment.”,Facebook posts,"May 4, 2023",FALSE,FAKE,0
274,Ciara O'Rourke,Video shows House Speaker Kevin McCarthy calling on Vice President Kamala Harris to “step down.”,Facebook posts,"May 4, 2023",FALSE,FAKE,0
275,Marta Campabadal,Apeel “es una compañía fundada por Bill Gates que utiliza mono y diglicéridos tóxicos para enfermarte”.,Facebook posts,"• May 4,",FALSE,FAKE,0
276,Matthew Crowley,"Gov. Ron DeSantis signed “a last-minute exception into an anti-discrimination law for anyone who also operates a theme park more than 25 acres in Florida,” benefiting Walt Disney Co.",Vivek Ramaswamy,"May 4, 2023",mostly-true,REAL,1
277,Mary McNaughton,Sen. Tommy Tuberville is preventing military promotions “because he objects to women within the military getting access to reproductive care.”,Charles Schumer,"May 4, 2023",half-true,REAL,1
278,Amy Sherman,“Texas Republicans just voted to give a Republican appointee the power to single-handedly CANCEL election results in the state’s largest Democratic county.”,Facebook posts,"May 4, 2023",mostly-true,REAL,1
279,Luiz Romero,Video shows Ukraine was “nuked.”,Facebook posts,"May 4, 2023",FALSE,FAKE,0
280,Paul Specht,Minority Leader Robert Reives “sent out a statement … encouraging us to resign and/or (face) a primary challenge.”,Tricia Cotham,"May 4, 2023",barely-true,FAKE,0
281,Ciara O'Rourke,“Fauci arrested.”,Facebook posts,"May 4, 2023",pants-fire,FAKE,0
282,Ciara O'Rourke,“Babysitter on crystal meth eats 3-month-old toddler.”,Facebook posts,"May 4, 2023",pants-fire,FAKE,0
283,Ciara O'Rourke,Imagen muestra “el doble” del presidente Joe Biden firmando documentos con su mano izquierda.,Facebook posts,"May 4, 2023",pants-fire,FAKE,0
284,Jeff Cercone,"""NASA just announced a 100-foot-wide fissure-crack just opened up Yellowstone volcano in 24 hours.”",Facebook posts,"May 3, 2023",FALSE,FAKE,0
285,Maria Briceño,"En WhatsApp puedes leer todas las conversaciones de tu pareja, “solo tienes que marcar *785# el número de su celular* # y listo”.",Instagram posts,"May 3, 2023",FALSE,FAKE,0
286,Samantha Putterman,"“Putin JUST SHUTDOWN All Oil To The US, Collapsing The US Economy!”",Facebook posts,"May 3, 2023",pants-fire,FAKE,0
287,Ciara O'Rourke,"Emergency stimulus loans “are finally available to U.S. citizens up to $5,000 even with poor credit.”",Facebook posts,"May 3, 2023",FALSE,FAKE,0
288,Ciara O'Rourke,Photo shows President Joe Biden’s “body double” signing documents with his left hand.,Viral image,"May 3, 2023",pants-fire,FAKE,0
289,Madison Czopek,“The flag of Washington’s District of Columbia has three red stars. One for each city state in the three-city empire.”,Facebook posts,"May 3, 2023",pants-fire,FAKE,0
290,Ciara O'Rourke,“Breaking Trump quietly announces Hillary’s prosecution is moving forward.”,Facebook posts,"May 3, 2023",FALSE,FAKE,0
291,Sara Swann,Video shows people collapsing because of COVID-19 vaccines.,Instagram posts,"May 3, 2023",FALSE,FAKE,0
292,Loreben Tuquero,A Minnesota lawmaker introduced a bill that would make it “illegal to discriminate against child rapists.”,Tweets,"May 3, 2023",FALSE,FAKE,0
293,Samantha Putterman,"“Buyers with good credit scores will pay even more to cover for those with bad credit.""",Nikki Haley,"May 3, 2023",barely-true,FAKE,0
294,Loreben Tuquero,Former President Barack Obama was arrested after his campaign “took $30 million illegally from Commie China fugitive.”,Facebook posts,"May 3, 2023",FALSE,FAKE,0
295,Tom Kertscher,The World Economic Forum and the United Nations have “ordered world governments to ration people’s water supply.”,TikTok posts,"May 3, 2023",FALSE,FAKE,0
296,Amy Sherman,"A Florida elections bill “guts everything” “instead of getting tough, and doing what the people want (same day voting, Voter ID, proof of Citizenship, paper ballots, hand count, etc.).”",Donald Trump,"May 3, 2023",FALSE,FAKE,0
297,Jeff Cercone,“Anheuser-Busch closing half its U.S. breweries” after Dylan Mulvaney backlash.,Facebook posts,"May 1, 2023",pants-fire,FAKE,0
298,Matthew Crowley,There is “$500 billion of unspent COVID money” that can be rescinded.,Nikki Haley,"May 1, 2023",half-true,REAL,1
299,Louis Jacobson,“Joe Biden was older on his first day as president than Ronald Reagan was on his last day.”,Jonathan Martin,"May 1, 2023",TRUE,REAL,1
300,Maria Briceño,“El nuevo WhatsApp de 2023” permite “ver con quién están hablando tus contactos en vivo”.,Facebook posts,"May 1, 2023",FALSE,FAKE,0
301,Jill Terreri,New York Gov. Kathy Hochul wants “quarantine camps” and “imprisonment” if you’re suspected of having a disease.,Facebook posts,"• April 29,",pants-fire,FAKE,0
302,Andy Nguyen,"The ocean is ""flat"" and ""contained"" by land features that jut up from a flat (not spherical) earth.",Facebook posts,"April 28, 2023",FALSE,FAKE,0
303,Jeff Cercone,"""Healthy pilots are suffering from myocarditis and dropping dead on flights” because of the COVID-19 vaccines.",Instagram posts,"April 28, 2023",FALSE,FAKE,0
304,Tom Kertscher,"“Face masks may raise risk of stillbirths, testicular dysfunction and cognitive decline, study warns.”",Instagram posts,"April 28, 2023",barely-true,FAKE,0
305,Sara Swann,“When fentanyl burns it smells like popcorn.”,Facebook posts,"April 28, 2023",FALSE,FAKE,0
306,Loreben Tuquero,"Chick-fil-A “donates another $1.8 million to anti-LGBTQ groups,” backtracking on its promise not to.",Instagram posts,"April 28, 2023",FALSE,FAKE,0
307,Tom Kertscher,"""Oil pulling” improves overall oral health, strengthens gums, helps prevent cavities, whitens teeth and reduces plaque.",Facebook posts,"April 28, 2023",barely-true,FAKE,0
308,Loreben Tuquero,"Chemtrails are being put into the atmosphere and are trickling down into soil and water, becoming “the real cause of disease.”",Facebook posts,"April 27, 2023",pants-fire,FAKE,0
309,Andy Nguyen,"""There is no Biden presidency. The real Biden was executed for his crimes long ago along with Clinton.""",Facebook posts,"April 27, 2023",pants-fire,FAKE,0
310,Gabrielle Settles,Video shows someone impersonating Joe Biden in a mask.,Instagram posts,"April 27, 2023",pants-fire,FAKE,0
311,Maria Briceño,Este video enseña “las primera palabras” de Gustavo Petro junto a Joe Biden.,Facebook posts,"April 27, 2023",FALSE,FAKE,0
312,Maria Briceño,“El CEO de Pfizer es un lagarto (demonio)”.,Instagram posts,"April 27, 2023",pants-fire,FAKE,0
313,Sara Swann,Israel is banning Christianity.,Facebook posts,"April 27, 2023",FALSE,FAKE,0
314,Jeff Cercone,"“1,900 food production companies have been destroyed” as part of conspiracy.",Instagram posts,"April 26, 2023",FALSE,FAKE,0
315,Madison Czopek,BlackRock owns 59 million shares of Dominion Voting Systems and 45.7 million shares of Fox News. BlackRock sued itself and fired Tucker Carlson as part of the lawsuit.,Facebook posts,"April 26, 2023",barely-true,FAKE,0
316,Tom Kertscher,Dr. Anthony Fauci “admits that mask mandates were a broad spectrum failure.”,Instagram posts,"April 26, 2023",FALSE,FAKE,0
317,Samantha Putterman,“The abortion pill has been linked to the deaths of at least 28 women in the U.S. alone.”,Instagram posts,"April 26, 2023",barely-true,FAKE,0
318,Gabrielle Settles,A Pentagon plan and a CDC poster proves that a “zombie apocalypse” is coming.,Facebook posts,"April 26, 2023",pants-fire,FAKE,0
319,Conor Amendola,“Individuals released from incarceration are 129 times more likely to die of a drug overdose during the first two weeks after release.”,Paul Tonko,"April 26, 2023",half-true,REAL,1
320,Marta Campabadal,"“¡Los préstamos de estímulo de $50,000 finalmente están aquí!”",Facebook posts,"• April 26,",FALSE,FAKE,0
321,Sara Swann,“The Antarctic ice cap is not melting.”,Instagram posts,"April 25, 2023",pants-fire,FAKE,0
322,Loreben Tuquero,Brain aneurysms are a “serious and common COVID-19 mRNA vaccine injury in young people.”,Instagram posts,"April 25, 2023",FALSE,FAKE,0
323,Cameron Carr,“Many law enforcement agencies didn’t submit their (hate crime) data to the FBI.”,Kirsten Gillibrand,"April 25, 2023",TRUE,REAL,1
324,Gabrielle Settles,People are participating in “National Rape Day’” on April 24.,TikTok posts,"April 24, 2023",FALSE,FAKE,0
325,Jeff Cercone,"""Adam Schiff will be impeached.”",Facebook posts,"April 24, 2023",pants-fire,FAKE,0
326,Jeff Cercone,Bill Gates is coating your organic produce with a “dangerous chemical.”,Instagram posts,"April 24, 2023",FALSE,FAKE,0
327,Aarón Torres,“Fentanyl is the leading cause of death for Americans 18-45.”,Greg Abbott,"April 24, 2023",mostly-true,REAL,1
328,Gabrielle Settles,"Video shows Nancy Pelosi saying, “I’ve given a shoot-to-kill order for any breach of the speaker’s lobby,” on Jan. 6, 2021.",TikTok posts,"April 21, 2023",pants-fire,FAKE,0
329,Loreben Tuquero,"George Soros is banned in Russia, Pakistan, Turkey, Hungary, Poland and the Philippines.",Facebook posts,"April 21, 2023",barely-true,FAKE,0
330,Jeff Cercone,"""U.N. calls for decriminalizing sex with minors.”",Instagram posts,"April 21, 2023",FALSE,FAKE,0
331,Andy Nguyen,"""Scientists struggle to understand why Antarctica hasn’t warmed for over 70 years despite rise in CO2.""",Instagram posts,"April 21, 2023",FALSE,FAKE,0
332,Maria Briceño,"La Reserva Federal “presentó su nuevo sistema de pagos que va a sustituir al sistema bancario actual"".",Facebook posts,"April 21, 2023",FALSE,FAKE,0
333,Sara Swann,Symbols on Huggies diapers are coded references to pedophilia.,Instagram posts,"April 20, 2023",pants-fire,FAKE,0
334,Marta Campabadal,“Extraterrestres reales de visita”.,Facebook posts,"• April 20,",FALSE,FAKE,0
335,Louis Jacobson,"""In the 1960s, liberals emptied our psych wards.""",Mike Pence,"April 20, 2023",half-true,REAL,1
336,Jeff Cercone,A video proves that “our own government is acknowledging that they’re spraying the skies” with toxic chemicals.,Facebook posts,"April 20, 2023",FALSE,FAKE,0
337,Grace Abels,Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,Tweets,"April 20, 2023",mostly-true,REAL,1
338,Maria Ramirez,Florida has “the second lowest tax burden per capita in the United States.”,Ron DeSantis,"• April 19,",mostly-true,REAL,1
339,Marta Campabadal,"""Nueva ley de perdón está eliminando hasta $15,000 de deuda para todos los estadounidenses…cualquier categoría aplica"".",Facebook posts,"• April 19,",FALSE,FAKE,0
340,Sara Swann,The RESTRICT Act would allow the U.S. government to “charge you with a felony and $1 million for having a VPN.”,Instagram posts,"April 19, 2023",barely-true,FAKE,0
341,Marta Campabadal,"""La Asociación Nacional de la Deuda ... recientemente aprobó un programa de alivio de la deuda para todos los que tengan más de $10,000 en deuda en tarjetas de crédito"".",Facebook posts,"• April 18,",FALSE,FAKE,0
342,Madison Czopek,“One in 5 Americans has lost a family member to gun violence.”,Kamala Harris,"April 18, 2023",mostly-true,REAL,1
343,Maria Briceño,Hay “restos de una nave nodriza gigante ocultada por la NASA” en Marte.,Facebook posts,"April 18, 2023",FALSE,FAKE,0
344,Samantha Putterman,Video shows Russian President Vladimir Putin talking in English about U.S. democracy.,Instagram posts,"April 18, 2023",FALSE,FAKE,0
345,D.L. Davis,"""WOW county swing suburban voters (in Wisconsin) don't vote for Donald Trump.”",Paul Ryan,"April 18, 2023",TRUE,REAL,1
346,Gabrielle Settles,"""They have been preparing for mass extinction with these death caskets"" in Madison, Ga.",Facebook posts,"April 17, 2023",pants-fire,FAKE,0
347,Loreben Tuquero,“34 dead after Lizzo attempted to crowd surf.”,Instagram posts,"April 17, 2023",pants-fire,FAKE,0
348,Loreben Tuquero,"A video shows Sen. John Kennedy, R-La., playing a phone conversation between Rep. Alexandria Ocasio-Cortez, D-N.Y., and Hunter Biden.",Facebook posts,"April 17, 2023",pants-fire,FAKE,0
349,Samantha Putterman,The U.S. Department of Defense awarded a contract for COVID-19 research in Ukraine months before the virus was known.,TikTok posts,"April 17, 2023",FALSE,FAKE,0
350,Ciara O'Rourke,Video shows Kenya’s president saying he will “get rid of U.S. dollar.”,Instagram posts,"April 14, 2023",FALSE,FAKE,0
351,Ciara O'Rourke,"“Congress, White House, IRS, Feds, Federal Reserve are shut down.”",Instagram posts,"April 14, 2023",pants-fire,FAKE,0
352,Louis Jacobson,“Fewer people get hurt playing rugby” than American football.,Joe Biden,"April 14, 2023",barely-true,FAKE,0
353,Ciara O'Rourke,Manhattan District Attorney Alvin Bragg “has been arrested.”,Facebook posts,"April 14, 2023",pants-fire,FAKE,0
354,Ciara O'Rourke,Elon Musk is offering people the opportunity to make $1 million “in 90 days while sleeping in.”,Viral image,"April 14, 2023",FALSE,FAKE,0
355,Jeff Cercone,“In America our own (central bank digital currency) system is going to be launching July 1. It’s called the FedNow payment system.”,TikTok posts,"April 14, 2023",FALSE,FAKE,0
356,Ciara O'Rourke,Video proves John F. Kennedy Jr. is alive.,Viral image,"April 14, 2023",pants-fire,FAKE,0
357,Ciara O'Rourke,Video shows John F. Kennedy Jr. in a “real presidential convoy.”,Facebook posts,"April 14, 2023",pants-fire,FAKE,0
358,Ciara O'Rourke,Cash App founder Bob Lee’s death is connected to FedNow.,Instagram posts,"April 14, 2023",FALSE,FAKE,0
359,Marta Campabadal,“¡Florida emergencia! Huracán Ian golpe directo”.,Facebook posts,"• April 14,",FALSE,FAKE,0
360,Jeff Cercone,A video shows a steamroller destroying Bud Light cases in relation to Anheuser-Busch’s partnership with a trans person.,Instagram posts,"April 14, 2023",FALSE,FAKE,0
361,Maria Briceño,“La NASA advierte que el sol podría dejar de brillar y causar una catástrofe”.,Facebook posts,"April 14, 2023",barely-true,FAKE,0
362,Ciara O'Rourke,The person purporting to be Tiffany Dover is an impostor.,Viral image,"April 14, 2023",pants-fire,FAKE,0
363,Tom Kertscher,HIV is not contagious.,Facebook posts,"April 13, 2023",pants-fire,FAKE,0
364,Marta Campabadal,"""Latino, inmigrante, recién llegado … Si eres inmigrante en Estados Unidos y llevas más de tres meses ahí, podrías calificar para obtener cupones de comida”.",Facebook posts,"• April 13,",barely-true,FAKE,0
365,Samantha Putterman,Abortion pills are dangerous and “1 in 5 women will suffer a complication.”,Alliance Defending Freedom,"April 13, 2023",FALSE,FAKE,0
366,Jeff Cercone,"Lead paint was not banned to protect children’s health, but because it would protect people from radiation.",Facebook posts,"April 13, 2023",FALSE,FAKE,0
367,Grace Abels,New Kansas law will “authorize genital inspections of children in order for kids to play sports.”,Tweets,"April 13, 2023",barely-true,FAKE,0
368,Louis Jacobson,Actions of the Tennessee state legislators who protested against gun violence were “at least equivalent” to the actions of the Jan. 6 insurrectionists.,Cameron Sexton,"April 13, 2023",FALSE,FAKE,0
369,Maria Briceño,"El presidente Joe Biden dijo, “estamos quebrados, completamente quebrados. Agarren su dinero del banco, sáquenlo, sáquenlo ya”.",Facebook posts,"April 13, 2023",pants-fire,FAKE,0
